rank,ID,name,year,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,min_players,max_players,play_time,min_play_time,max_play_time,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
503,38823,conflict-heroes-storms-steel-kursk-1943,2009,Action Point Allowance System|Dice Rolling|Hex-and-Counter|Modular Board|Simulation,Conflict of Heroes|Country: Russia|Solitaire Games|Solitaire Wargames,Wargame|World War II,1352,7.78284,6.81,2344,1,4,120,120,120,3|14|5,28|1|0,1|9|3,2|11|1,0|1|7,0|0|0|0|0|0|0|8|1,0|0|5|1|0,0,3
504,145659,scoville,2014,Auction/Bidding|Grid Movement|Set Collection,Crowdfunding: Kickstarter|TMG Originals,Farming,3016,7.22806,6.80759,4781,2,6,90,60,90,0|1|36,7|30|13,23|26|2,33|24|0,NA,0|0|0|0|1|5|3|6|1,7|7|0|0|0,0,2
505,131646,merchant-venus-second-edition,2012,Commodity Speculation|Dice Rolling|Pick-up and Deliver|Point to Point Movement|Roll / Spin and Move,Solitaire Games,Economic|Exploration|Science Fiction|Space Exploration|Transportation,2931,7.25053,6.80729,5507,1,4,240,120,240,6|12|15,10|31|4,33|22|0,11|23|11,0|3|21,0|0|0|0|0|0|1|9|3,0|2|10|3|1,0,3
506,147151,concept,2013,Partnerships,"",Deduction|Party Game,8354,6.9758,6.80516,12729,4,12,40,40,40,0|0|38,4|23|23,3|27|14,18|34|0,NA,0|0|0|0|3|9|10|5|1,2|4|9|18|3,0,1
507,904,dream-factory,2000,Auction/Bidding|Set Collection,Filosofia Reprints,Movies / TV / Radio theme,4454,7.07422,6.79737,4624,2,5,60,60,60,0|0|60,2|20|54,12|53|12,38|43|2,NA,0|0|0|0|1|3|9|0|0,26|2|0|0|0,0,2
508,8051,attika,2003,Modular Board|Route/Network Building|Tile Placement,Cities: Athens|Cities: Sparta (Greece)|Country: Greece,Ancient|City Building|Territory Building,5956,7.02825,6.79699,5450,2,4,60,60,60,2|2|87,123|47|2,44|83|24,18|83|43,0|1|78,0|0|0|0|0|6|9|2|0,35|7|0|0|0,0,2
509,1822,wilderness-war,2001,Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement,Age of Kings|Colonial Theme|Country: Canada|French and Indian War,Age of Reason|American Indian Wars|Wargame,1397,7.74239,6.79629,3191,2,2,180,180,180,0|3|15,22|2|0,NA,NA,NA,0|0|0|0|0|0|0|1|9,0|1|7|7|0,0,3
510,22825,tide-iron,2007,Action Point Allowance System|Dice Rolling|Hand Management|Hex-and-Counter|Modular Board|Partnerships|Time Track,Admin: Better Description Needed!|Fantasy Flight Big Box|Tide Of Iron,Wargame|World War II,3469,7.25111,6.79538,5490,2,4,120,120,120,0|18|39,90|9|0,2|18|36,16|51|15,0|1|45,0|0|0|0|0|0|6|28|10,0|3|33|6|0,0,3
511,8045,princes-renaissance,2003,Area Control / Area Influence|Auction/Bidding|Dice Rolling|Variable Player Powers,Cities: Bologna|Cities: Ferrara|Cities: Florence|Cities: Mantova|Cities: Milan|Cities: Naples|Cities: Perugia|Cities: Rimini|Cities: Rome|Cities: Urbino|Cities: Venice|Country: Italy|Crowdfunding: Giochistarter|Crowdfunding: Kickstarter,Economic|Negotiation|Renaissance,1823,7.4659,6.79538,2105,3,6,180,180,180,0|0|21,0|0|23,0|4|20,11|19|1,NA,0|0|0|0|0|0|0|0|3,0|3|8|1|0,0,3
512,30645,tammany-hall,2007,Area Control / Area Influence|Auction/Bidding|Variable Player Powers,"Cities: New York (New York, USA)|Crowdfunding: Kickstarter|Political: Elections",Negotiation|Political|Territory Building,2592,7.29152,6.79341,3575,3,5,90,90,90,0|1|38,0|1|40,9|25|17,18|32|3,NA,0|0|0|0|0|0|2|6|1,4|10|0|0|0,0,2
513,168917,smash-pretty-pretty-smash,2015,Area Control / Area Influence|Hand Management|Variable Player Powers,Animals: Unicorns|Smash Up,Animals|Card Game|Fantasy|Humor,2055,7.46532,6.79317,7289,2,2,45,45,45,0|0|4,1|4|1,NA,NA,NA,0|0|0|0|0|1|1|1|0,0|0|2|1|0,0,2
514,160018,smash-monster-smash,2014,Area Control / Area Influence|Hand Management|Take That|Variable Player Powers,Smash Up,Card Game|Fantasy|Humor|Mythology|Science Fiction|Zombies,2024,7.45852,6.79104,6711,2,2,45,30,45,0|0|5,0|5|1,NA,NA,NA,0|0|0|0|0|3|3|1|0,0|0|2|3|0,0,2
515,174570,legendary-encounters-predator-deck-building-game,2015,Card Drafting|Co-operative Play|Deck / Pool Building|Player Elimination,Aliens|Legendary|Solitaire Games,Card Game|Movies / TV / Radio theme|Science Fiction,1486,7.67873,6.78689,3457,1,5,45,45,45,5|15|4,4|19|2,19|5|1,6|17|2,NA,0|0|0|0|0|0|0|1|6,0|0|2|7|1,0,2
516,37380,roll-through-ages-bronze-age,2008,Dice Rolling|Paper-and-Pencil,Gryphon Games bookshelf series|Roll Through the Ages|Solitaire Games,Ancient|City Building|Civilization|Dice,10042,6.91354,6.78625,11077,1,4,45,30,45,18|67|36,85|70|5,62|79|0,34|75|25,0|10|69,0|0|0|0|4|33|12|3|0,3|13|33|4|1,0,1
517,171669,discoveries,2015,Deck / Pool Building|Dice Rolling|Set Collection|Worker Placement,"",American West|Dice,2770,7.22427,6.78488,4291,2,4,60,60,60,0|0|28,4|31|7,28|16|1,13|21|6,0|0|24,0|0|0|0|0|1|14|2|0,15|0|0|0|0,0,2
518,45,liars-dice,1800,Betting/Wagering|Dice Rolling|Player Elimination,Celebrities: Walt Disney|Dice cup bluffing games|Pirates of the Caribbean|TV Series: The Simpsons|Wayne's World,Bluffing|Dice|Movies / TV / Radio theme|Party Game,9558,6.92709,6.78474,11631,2,6,30,15,30,0|0|92,5|21|90,12|67|42,44|80|3,NA,0|0|0|0|5|26|3|2|0,49|0|0|0|0,0,1
519,55427,mr-jack-new-york,2009,Grid Movement|Variable Player Powers,"Characters: Jack the Ripper|Cities: New York (New York, USA)|Country: USA|Mr. Jack",Deduction|Murder/Mystery,2378,7.32013,6.78054,3356,2,2,30,30,30,0|0|18,25|1|0,NA,NA,NA,0|0|0|0|0|0|7|1|1,11|0|0|0|0,0,2
520,122298,morels,2012,Card Drafting|Hand Management|Memory|Set Collection,Food / Cooking|Mushrooms,Card Game|Educational,4569,7.08159,6.78019,7749,2,2,30,30,30,0|0|38,45|2|0,NA,NA,NA,0|0|0|0|1|6|13|2|0,24|1|0|0|0,0,1
521,141517,study-emerald,2013,Area Control / Area Influence|Auction/Bidding|Card Drafting|Deck / Pool Building|Hand Management|Partnerships|Point to Point Movement,Characters: Sherlock Holmes|Crowdfunding: Kickstarter|Cthulhu Mythos,Fantasy|Horror|Murder/Mystery|Novel-based|Political|Spies/Secret Agents|Zombies,2558,7.26592,6.77956,2906,2,5,90,90,90,0|0|52,4|13|44,6|49|18,25|47|2,NA,0|0|0|0|0|1|0|4|9,0|1|13|5|0,0,3
522,60,vinci,1999,Area Control / Area Influence|Area Movement|Variable Player Powers,"",Ancient|Civilization|Territory Building,3720,7.1284,6.77953,3447,3,6,90,90,90,0|3|38,0|7|39,8|38|8,39|19|0,NA,0|0|0|0|0|0|1|6|0,6|15|1|0|0,0,2
523,171273,fuse,2015,Co-operative Play|Dice Rolling|Pattern Building,"",Action / Dexterity|Dice|Real-time,2906,7.23192,6.77837,4761,1,5,10,10,10,6|12|10,4|22|4,10|17|1,16|12|1,NA,0|0|0|0|0|7|2|0|0,6|0|0|0|0,0,1
524,156776,warhammer-40000-conquest,2014,Area Control / Area Influence|Hand Management|Set Collection,"CCGs (Collectible Card Games)|Living Card Game|Warhammer 40,000 Card Games|Warhammer 40,000: Conquest LCG",Card Game|Collectible Components|Fighting,2074,7.4777,6.77811,4006,2,2,45,45,45,0|0|18,28|0|0,NA,NA,NA,0|0|0|0|0|2|0|5|4,0|0|1|14|0,0,3
525,2398,cribbage,1630,Hand Management,Card Games: Adding Games|Card Games: Outplay Games|Cribbage|Promotional Board Games|Traditional Card Games,Card Game,6194,7.01234,6.77791,8584,2,4,30,30,30,0|1|57,79|6|0,8|46|17,13|41|16,0|3|48,0|0|0|2|2|14|6|0|0,25|0|0|0|0,0,1
526,173,formula-de,1991,Grid Movement|Partnerships|Player Elimination|Press Your Luck|Roll / Spin and Move|Simulation,Formula De/De mini/D|Sports: Auto Racing,Racing|Sports,7115,6.99123,6.77597,7198,2,10,120,120,120,2|7|70,4|25|50,6|51|29,22|55|11,NA,0|0|0|1|9|18|5|1|0,40|3|0|0|0,0,1
527,191977,castles-burgundy-card-game,2016,Card Drafting|Hand Management|Set Collection,Alea Very Small Box,Card Game,2616,7.2621,6.77532,5879,1,4,60,30,60,6|24|8,12|25|0,11|17|0,7|16|4,0|0|17,0|0|0|0|0|3|7|3|1,9|0|0|0|0,0,2
528,165401,wir-sind-das-volk,2014,Campaign / Battle Card Driven|Card Drafting|Simulation,Country: Germany,Political,1080,7.94311,6.77511,2212,2,2,150,60,150,0|5|9,28|0|0,NA,NA,NA,0|0|0|0|0|0|0|2|6,11|8|0|0|0,0,3
529,202408,adrenaline,2016,Action Point Allowance System|Area Control / Area Influence|Area Movement,Admin: Better Description Needed!,Fighting|Miniatures|Science Fiction|Video Game Theme,2155,7.36721,6.77383,3187,3,5,60,30,60,0|0|18,0|1|18,0|16|9,23|6|0,NA,0|0|0|0|0|2|2|2|1,3|0|0|0|0,0,2
530,66505,speicherstadt,2010,Auction/Bidding|Set Collection,Cities: Hamburg|Country: Germany,Economic,4104,7.06628,6.77364,4169,2,5,45,45,45,0|0|49,6|33|55,26|56|4,70|20|3,NA,0|0|0|0|1|4|8|3|0,31|5|0|0|0,0,2
531,65244,forbidden-island,2010,Action Point Allowance System|Co-operative Play|Grid Movement|Hand Management|Modular Board|Pick-up and Deliver|Set Collection|Variable Player Powers,Forbidden Games|Mensa Select,Adventure|Card Game|Fantasy,27486,6.85833,6.77344,44641,2,4,30,30,30,12|121|96,51|192|20,91|163|1,202|60|4,3|11|138,0|1|5|9|67|86|15|1|0,13|78|3|0|0,0,1
532,26990,container,2007,Auction/Bidding|Commodity Speculation|Pick-up and Deliver|Set Collection,Valley Games Modern Line,Economic|Industry / Manufacturing|Nautical|Transportation,3586,7.11472,6.77338,2667,3,5,90,90,90,0|0|51,0|0|53,4|26|46,31|55|1,NA,0|0|0|0|0|0|3|6|2,25|0|0|0|0,0,3
533,224,history-world,1991,Area Control / Area Influence|Dice Rolling|Hand Management,"",Ancient|Civilization|Medieval|Renaissance|Wargame,3980,7.13016,6.77184,4797,3,6,180,180,180,0|4|52,0|9|55,7|20|41,11|54|13,NA,0|0|0|0|0|7|7|5|4,0|4|15|3|0,0,2
534,51,ricochet-robots,1999,Grid Movement|Modular Board,Robots|Solitaire Games,Abstract Strategy|Maze|Puzzle|Real-time,6357,6.99456,6.77047,6294,1,15,30,30,30,6|28|17,15|48|6,30|33|3,53|17|0,NA,0|0|0|0|1|4|16|1|0,33|0|0|0|0,0,2
535,104363,rex-final-days-empire,2012,Area Control / Area Influence|Auction/Bidding|Hand Management|Partnerships|Point to Point Movement|Variable Player Powers,Twilight Imperium,Fighting|Negotiation|Political|Science Fiction,3278,7.15791,6.7696,5734,3,6,120,120,120,0|1|51,0|3|55,0|5|59,2|49|17,NA,0|0|0|0|0|1|0|9|6,0|2|17|6|0,0,3
536,104710,wiz-war-eighth-edition,2012,Grid Movement|Hand Management|Modular Board|Player Elimination,"",Fantasy|Fighting,3789,7.12656,6.76895,5704,2,4,60,30,60,0|0|33,6|27|22,7|39|7,46|10|0,4|4|21,0|0|0|0|0|1|3|5|0,0|0|1|18|2,0,2
537,193558,oracle-delphi,2016,Action Point Allowance System|Dice Rolling|Grid Movement|Modular Board|Pick-up and Deliver|Press Your Luck|Variable Player Powers,"",Ancient|Mythology,1802,7.44527,6.7689,2823,2,4,100,70,100,0|0|6,1|12|1,7|3|0,12|3|1,0|0|7,0|0|0|0|0|1|3|2|0,5|0|0|0|0,0,3
538,432,6-nimmt,1994,Hand Management|Simultaneous Action Selection,6 nimmt!|Animals: Cattle|Mensa Select,Card Game,11974,6.8918,6.76631,15889,2,10,45,45,45,0|0|149,3|42|141,14|83|93,58|125|28,NA,0|1|0|2|15|42|3|0|0,84|0|0|0|1,0,1
539,98229,pictomania,2011,Line Drawing,"",Party Game|Real-time,1980,7.37778,6.76475,2899,3,6,25,25,25,0|0|17,0|0|17,4|9|9,11|16|1,NA,0|0|0|0|0|4|4|0|0,0|0|3|4|10,0,1
540,135382,shadowrun-crossfire,2014,Co-operative Play|Deck / Pool Building|Variable Player Powers,Campaign Games|Cyberpunk|From RPG books to board games|Shadowrun,Adventure|Card Game|Fantasy|Science Fiction,2469,7.29833,6.76065,4297,1,4,60,30,60,6|22|23,9|37|15,2|36|11,42|16|2,1|3|22,0|0|0|0|0|0|3|9|6,0|0|4|21|0,0,2
541,72287,mr-jack-pocket,2010,Modular Board,Characters: Jack the Ripper|Characters: Sherlock Holmes|Cities: London|Country: England|Mr. Jack,Bluffing|Deduction|Murder/Mystery|Post-Napoleonic,5245,7.00502,6.7586,8608,2,2,15,15,15,0|1|25,34|1|0,NA,NA,NA,0|0|0|0|1|11|2|5|2,22|0|0|0|0,0,1
542,699,heroquest,1989,Dice Rolling|Grid Movement|Modular Board|Partnerships|Role Playing|Roll / Spin and Move|Variable Player Powers,Campaign Games|HeroQuest|Warhammer Fantasy Board Games,Adventure|Exploration|Fantasy|Fighting|Miniatures,8344,7.03063,6.75574,12248,2,5,90,90,90,1|3|68,8|42|30,18|57|8,19|61|8,NA,0|1|0|0|7|25|14|2|2,0|3|15|34|1,0,2
543,16747,tumblin-dice,2004,Dice Rolling,Finger Flicking Games|Solitaire Games,Action / Dexterity|Dice|Party Game,2975,7.16474,6.75569,2796,1,4,30,30,30,1|4|21,5|25|5,10|26|2,33|6|0,10|11|9,0|3|1|5|5|2|0|0|0,16|0|0|0|0,0,1
544,160851,lanterns-harvest-festival,2015,Hand Management|Pattern Building|Set Collection|Tile Placement,Asian Theme|Country: China|Crowdfunding: Kickstarter|Games by the Game Artisans of Canada|Mensa Select,"",4708,7.05158,6.75517,8251,2,4,30,30,30,0|1|21,12|21|3,11|24|0,26|10|1,0|0|18,0|0|0|1|6|7|0|0|0,10|0|0|0|0,0,1
545,161866,zombicide-season-3-rue-morgue,2015,Action Point Allowance System|Co-operative Play|Dice Rolling|Hand Management|Modular Board|Partnerships|Variable Player Powers,Crowdfunding: Kickstarter|Solitaire Games|Zombicide,Horror|Miniatures|Zombies,1428,7.75376,6.75493,4420,1,12,180,60,180,0|7|4,2|7|1,10|0|1,1|8|2,NA,0|0|0|0|0|1|1|0|2,0|3|0|0|0,0,2
546,38054,snow-tails,2008,Hand Management|Modular Board|Player Elimination,Admin: Better Description Needed!|Animals: Dogs|Arctic Theme|Sports: Winter Sports,Animals|Racing|Sports,4901,6.99733,6.75413,5145,2,5,60,45,60,0|3|34,2|30|20,5|47|8,18|44|1,NA,0|0|0|0|0|6|12|2|1,35|0|0|0|0,0,2
547,551,battle-cry,2000,Dice Rolling|Hand Management|Modular Board,Commands & Colors,American Civil War|Wargame,3205,7.16643,6.75273,3901,2,2,45,45,45,0|10|22,42|5|0,NA,NA,NA,0|0|0|0|2|10|8|0|0,1|5|11|1|0,0,2
548,27588,zooloretto,2007,Set Collection|Tile Placement,Animals: Apes / Monkeys|Animals: Camels|Animals: Elephants|Animals: Kangaroos|Animals: Pandas|Animals: Zebras|Coloretto Series,Animals,11815,6.87785,6.75134,14463,2,5,45,45,45,0|1|91,4|60|66,25|112|6,99|50|0,NA,0|1|5|12|52|23|5|2|0,52|9|0|0|0,0,1
549,50768,ninjato,2011,Card Drafting|Press Your Luck|Set Collection|Worker Placement,Asian Theme|Country: Japan|Ninja,Fighting|Medieval|Political,2311,7.2746,6.74768,2592,2,4,60,60,60,0|0|28,4|19|14,9|27|4,32|9|1,1|0|23,0|0|0|0|0|2|7|3|2,17|0|0|0|0,0,2
550,153016,telestrations-12-player-party-pack,2011,Line Drawing|Paper-and-Pencil,"",Party Game,1098,7.83311,6.74265,2251,4,12,0,0,0,0|0|14,0|0|13,0|0|13,0|2|13,NA,0|0|0|0|0|2|2|0|0,1|0|0|1|0,0,1
551,137649,level-7-omega-protocol,2013,Action Point Allowance System|Dice Rolling|Modular Board|Partnerships|Variable Player Powers,Campaign Games|Level 7,Fighting|Horror|Miniatures|Science Fiction,1480,7.57856,6.7426,2949,2,6,90,60,90,1|4|20,3|12|9,6|16|3,14|16|0,NA,0|1|0|0|0|0|1|3|4,0|1|8|3|0,0,3
552,59946,dungeons-dragons-castle-ravenloft-board-game,2010,Co-operative Play|Dice Rolling|Grid Movement|Modular Board|Role Playing|Variable Player Powers,Dungeons & Dragons|Dungeons and Dragons Adventure System Board Games|From RPG books to board games|Solitaire Games|Vampires,Adventure|Exploration|Fantasy|Fighting|Horror|Miniatures,6964,6.98726,6.74187,11429,1,5,60,60,60,17|58|27,24|68|8,39|60|2,63|41|0,NA,0|0|0|1|4|17|33|11|6,1|2|12|59|1,0,2
553,122522,smash,2012,Area Control / Area Influence|Hand Management|Take That|Variable Player Powers,Smash Up,Card Game|Fantasy|Humor|Pirates|Science Fiction|Zombies,16410,6.88074,6.73961,26614,2,4,45,45,45,0|1|153,51|106|54,131|87|8,99|90|33,7|20|119,0|0|0|0|0|17|23|13|0,0|2|10|50|7,0,2
554,15817,manila,2005,Auction/Bidding|Betting/Wagering|Commodity Speculation|Dice Rolling|Worker Placement,Admin: Better Description Needed!|Asian Theme|Cities: Manila|Colonial Theme|Country: Philippines|Tropical theme,Nautical|Pirates|Transportation,4578,7.01654,6.73852,4660,3,5,60,60,60,0|0|40,0|7|36,10|47|10,56|15|0,NA,0|0|0|0|0|3|13|1|0,32|0|0|0|0,0,2
555,18100,china,2005,Area Control / Area Influence|Card Drafting|Hand Management|Route/Network Building,Asian Theme|Country: China|Web of Power / China,Ancient|Territory Building,3985,7.03393,6.73836,4001,3,5,45,45,45,0|0|39,0|8|33,56|17|2,20|54|2,NA,0|0|0|0|0|2|6|2|0,23|0|0|0|0,0,2
556,97903,terror-meeple-city,2013,Area Movement|Set Collection|Variable Player Powers,Finger Flicking Games|Kaiju|Monsters,Action / Dexterity|Horror,5838,6.95186,6.73455,9313,2,4,45,45,45,0|1|29,0|37|6,6|37|2,45|2|0,1|1|15,0|0|1|5|9|8|0|0|0,16|9|0|0|0,0,1
557,94246,1812-invasion-canada,2012,Area Movement|Campaign / Battle Card Driven|Dice Rolling|Partnerships|Variable Player Powers,Birth of America Series|Country: Canada,Educational|Wargame,1791,7.39709,6.73411,2310,2,5,90,90,90,0|3|34,32|18|2,1|36|10,4|35|7,NA,0|0|0|0|0|2|9|5|1,0|10|4|0|0,0,2
558,104020,vanuatu,2011,Auction/Bidding|Modular Board|Variable Phase Order|Worker Placement,Country: Vanuatu|Crowdfunding: Indiegogo|Oceanian Theme|Tropical theme,Economic|Nautical,2125,7.28605,6.73408,2013,2,5,90,90,90,0|0|30,0|18|22,14|28|11,36|19|2,NA,1|0|1|0|0|0|2|8|2,18|7|0|0|1,0,3
559,2093,mahjong,1850,Hand Management|Set Collection,Asian Theme|Card Games: Draw and Discard Games|Card Games: Exchange Games|Mahjong|Promotional Board Games|Rummy Games,Abstract Strategy,5040,7.02379,6.73086,6882,3,4,120,120,120,0|0|56,2|9|52,2|27|35,75|6|0,1|1|55,0|0|1|0|1|2|11|5|2,23|12|1|0|0,0,2
560,165838,space-hulk-fourth-edition,2014,Action Point Allowance System|Dice Rolling|Grid Movement|Modular Board,"Space Hulk|Warhammer 40,000 Board Games",Fighting|Miniatures|Science Fiction,1045,8.06446,6.72978,3039,2,2,60,60,60,4|4|6,18|3|1,NA,NA,NA,0|0|0|0|0|2|1|4|3,6|1|0|0|0,0,2
561,25568,metropolys,2008,Area Control / Area Influence|Auction/Bidding,Ystari originals,City Building,3601,7.03881,6.72597,3521,2,4,45,45,45,0|0|48,30|46|16,23|59|5,57|28|4,0|0|38,0|0|0|0|2|10|8|1|0,38|0|0|0|0,0,2
562,151007,pathfinder-adventure-card-game-skull-shackles-base,2014,Co-operative Play|Deck / Pool Building|Dice Rolling|Role Playing|Variable Player Powers,Campaign Games|Pathfinder Adventure Card Game|Solitaire Games,Card Game|Fantasy|Fighting|Pirates,1657,7.50451,6.72544,4622,1,4,120,120,120,1|14|4,8|12|0,15|4|0,16|6|1,2|3|13,0|0|0|0|0|1|5|3|0,0|0|2|9|1,0,2
563,38159,ultimate-werewolf-ultimate-edition,2008,Partnerships|Role Playing|Voting,Werewolf / Mafia,Bluffing|Card Game|Deduction|Horror|Murder/Mystery|Negotiation|Party Game,3048,7.154,6.72523,5232,5,68,90,30,90,0|0|26,0|0|26,0|0|26,0|0|25,NA,0|0|0|1|1|8|7|1|1,8|4|0|0|0,0,1
564,66056,rivals-catan,2010,Card Drafting|Dice Rolling|Hand Management,Catan|Die Fürsten von Catan / The Rivals for Catan|Kosmos two-player series,Card Game|City Building|Medieval|Territory Building,3783,7.08482,6.72488,7863,2,2,120,45,120,1|0|35,45|4|0,NA,NA,NA,0|0|0|0|0|2|10|5|1,0|0|13|4|3,0,2
565,23094,planet-steam,2008,Auction/Bidding|Commodity Speculation|Trading,Mars|Steampunk,Economic|Science Fiction,2198,7.27327,6.72428,4174,2,5,120,120,120,1|0|15,2|18|13,9|21|4,32|10|0,NA,0|0|0|0|0|0|2|5|4,13|12|4|1|0,0,3
566,35497,fauna,2008,Betting/Wagering,"",Animals|Educational|Trivia,3146,7.09651,6.72063,3433,2,6,60,45,60,0|1|28,1|33|8,12|31|1,35|10|0,NA,0|0|0|0|7|11|4|1|0,0|13|5|1|1,0,1
567,172047,others,2016,Area Control / Area Influence|Dice Rolling|Modular Board|Variable Player Powers,Components: Miniatures|Crowdfunding: Kickstarter,Fantasy|Fighting|Horror,1536,7.69546,6.72039,3977,2,5,90,90,90,0|0|27,8|11|11,10|18|3,14|12|4,NA,0|0|0|0|0|0|0|2|3,0|0|0|4|0,0,3
568,72321,networks,2016,Card Drafting,Crowdfunding: Kickstarter,Economic|Movies / TV / Radio theme,1778,7.41817,6.7201,3072,1,5,90,60,90,3|7|4,1|12|6,4|13|0,12|8|0,NA,0|0|0|0|0|0|6|3|0,0|0|3|0|0,0,2
569,41,cant-stop,1980,Dice Rolling|Press Your Luck,"",Dice,9239,6.85531,6.7194,8571,2,4,30,30,30,0|2|84,41|86|6,94|47|1,43|64|23,1|5|80,0|0|0|2|22|16|0|0|0,45|0|0|0|0,0,1
570,57390,catacombs,2010,Partnerships|Player Elimination|Role Playing|Variable Player Powers,Catacombs|Crowdfunding: Kickstarter|Finger Flicking Games,Action / Dexterity|Adventure|Fantasy|Fighting,2742,7.16672,6.71859,3461,2,5,90,30,90,0|5|42,34|28|1,20|39|0,1|43|14,NA,0|0|0|1|2|6|4|0|0,0|5|10|0|0,0,1
571,170416,vast-crystal-caverns,2016,Action Point Allowance System|Modular Board|Press Your Luck|Tile Placement|Variable Player Powers,Animals: Unicorns|Crowdfunding: Kickstarter,Adventure,1622,7.56191,6.71854,4153,1,5,75,75,75,1|12|10,3|15|10,6|18|1,27|7|0,NA,0|0|0|0|1|2|4|5|0,0|0|1|5|0,0,3
572,5737,domaine,2003,Area Enclosure|Hand Management|Modular Board,"",Medieval|Territory Building,3881,7.03655,6.71841,4463,2,4,60,60,60,0|0|35,5|27|18,18|31|5,38|10|4,0|0|27,0|0|0|0|1|0|1|7|1,17|0|0|0|0,0,2
573,91514,rhino-hero,2011,Hand Management,Animals: Rhinoceros|HABA Mitbringspiel Mini series,Action / Dexterity|Animals|Children's Game|Party Game,3597,7.05724,6.71738,6236,2,5,15,5,15,0|2|9,5|13|2,17|6|0,8|10|1,NA,0|2|11|3|3|1|0|0|0,12|0|0|0|0,0,1
574,150999,valley-kings,2014,Deck / Pool Building|Hand Management|Set Collection,AEG: Pocket Game|Country: Egypt,Ancient|Card Game,2686,7.15623,6.7163,4833,2,4,45,45,45,1|4|16,27|11|3,11|20|7,3|24|8,0|1|18,0|0|0|0|0|1|3|7|0,0|0|10|3|0,0,2
575,177678,signorie,2015,Dice Rolling|Set Collection|Worker Placement,Country: Italy,Dice|Renaissance,1382,7.56897,6.7163,1963,2,4,120,90,120,0|0|19,3|17|4,10|16|2,16|8|3,0|0|15,0|0|0|0|0|0|1|7|1,10|0|0|0|0,0,3
576,169654,deep-sea-adventure,2014,Pick-up and Deliver|Press Your Luck|Roll / Spin and Move,Country: Japan,Dice|Exploration|Nautical|Party Game,2883,7.14429,6.7157,4151,2,6,30,30,30,0|0|23,0|10|18,5|27|1,26|11|0,NA,0|0|0|0|3|8|0|0|0,11|0|0|0|0,0,1
577,175117,celestia,2015,Betting/Wagering|Press Your Luck,3D Games,Adventure|Aviation / Flight|Card Game,3085,7.12839,6.71326,4489,2,6,30,30,30,0|0|22,0|7|22,2|18|5,17|16|0,NA,0|0|0|2|12|4|0|0|0,9|0|0|0|0,0,1
578,154458,akrotiri,2014,Hand Management|Pick-up and Deliver|Tile Placement,Country: Greece|Games by the Game Artisans of Canada,Civilization|Exploration,1728,7.40272,6.71285,3216,2,2,45,45,45,0|0|7,15|1|0,NA,NA,NA,0|0|0|0|0|1|2|7|1,8|0|0|0|0,0,2
579,177590,13-days-cuban-missile-crisis,2016,Area Control / Area Influence|Campaign / Battle Card Driven|Hand Management,Crowdfunding: Kickstarter,Bluffing|Political,1207,7.69757,6.71241,2473,2,2,45,30,45,0|0|16,19|0|0,NA,NA,NA,0|0|0|0|0|1|4|3|0,0|0|3|2|0,0,2
580,17396,manoeuvre,2008,Campaign / Battle Card Driven|Dice Rolling|Grid Movement|Hand Management|Modular Board|Variable Player Powers,"",Napoleonic|Wargame,2024,7.29853,6.71224,2737,2,2,60,60,60,0|2|21,37|6|0,NA,NA,NA,0|0|1|0|0|2|8|1|1,0|12|6|0|0,0,2
581,142326,eight-minute-empire-legends,2013,Area Control / Area Influence|Area Movement|Card Drafting|Modular Board|Set Collection|Variable Player Powers,Crowdfunding: Kickstarter|Eight-Minute Empire,Civilization|Exploration|Mythology|Territory Building,3027,7.10112,6.7095,5338,2,4,32,16,32,0|0|15,2|20|5,8|20|0,20|8|0,0|2|12,0|0|0|0|0|7|5|1|0,0|10|0|0|0,0,1
582,157403,black-fleet,2014,Area Movement|Pick-up and Deliver|Variable Player Powers,"",Nautical|Pirates|Transportation,3082,7.11323,6.70836,5299,3,4,60,60,60,0|0|26,1|2|25,2|33|4,37|9|0,0|0|15,0|0|0|1|2|11|8|1|0,0|1|20|0|0,0,1
583,71671,yggdrasil,2011,Action Point Allowance System|Co-operative Play|Dice Rolling|Set Collection|Variable Player Powers,Admin: Better Description Needed!|Solitaire Games|Vikings,Mythology,3117,7.08714,6.70388,3308,1,6,90,90,90,12|37|6,22|26|5,20|35|2,17|37|2,NA,0|0|0|0|1|1|10|6|1,33|0|1|0|0,0,2
584,37759,incan-gold,2006,Press Your Luck|Simultaneous Action Selection,Archaeology|Country: Peru|Gryphon Games bookshelf series,Adventure|Bluffing|Exploration,8002,6.85562,6.70344,10208,3,8,20,20,20,0|1|58,0|7|59,3|37|33,18|52|7,NA,0|3|4|7|29|8|2|0|0,42|0|0|0|0,0,1
585,4099,keythedral,2002,Auction/Bidding|Modular Board|Set Collection|Tile Placement|Worker Placement,Key-series,City Building|Medieval,2808,7.0982,6.70209,3216,2,5,90,60,90,0|0|28,1|18|11,12|19|1,26|8|0,NA,0|0|0|0|0|0|2|3|1,2|3|9|1|0,0,2
